img_name,total_objects,total_area
img_0.tif,23,20220
img_1.tif,24,26811
img_10.tif,10,2309
img_100.tif,122,312618
img_1000.tif,9,10107
img_1001.tif,7,269111
img_1002.tif,0,0
img_1003.tif,11,38638
img_1004.tif,10,52962
img_1005.tif,10,328248
img_1006.tif,0,0
img_1007.tif,7,9289
img_1008.tif,4,37953
img_1009.tif,19,22884
img_101.tif,3,2839
img_1010.tif,12,383745
img_1011.tif,0,0
img_1012.tif,4,3055
img_1013.tif,2,19227
img_1014.tif,26,41155
img_1015.tif,89,212547
img_1016.tif,57,141549
img_1017.tif,116,345508
img_1018.tif,2,2404
img_1019.tif,41,139227
img_102.tif,117,551870
img_1020.tif,19,21146
img_1021.tif,46,31265
img_1022.tif,110,160493
img_1023.tif,69,354040
img_1024.tif,221,220778
img_1025.tif,85,244209
img_1026.tif,15,24304
img_1027.tif,41,79072
img_1028.tif,122,374881
img_1029.tif,69,171966
img_103.tif,110,308102
img_1030.tif,186,300925
img_1031.tif,0,0
img_1032.tif,6,2795
img_1033.tif,37,29482
img_1034.tif,122,101612
img_1035.tif,10,6262
img_1036.tif,347,542534
img_1037.tif,255,481596
img_1038.tif,157,111488
img_1039.tif,86,53403
img_104.tif,25,20487
img_1040.tif,234,94471
img_1041.tif,592,533993
img_1042.tif,45,33279
img_1043.tif,272,128087
img_1044.tif,49,136240
img_1045.tif,13,35708
img_1046.tif,53,48713
img_1047.tif,127,150441
img_1048.tif,249,355008
img_1049.tif,173,230837
img_105.tif,17,342331
img_1050.tif,1,368
img_1051.tif,40,28754
img_1052.tif,58,44327
img_1053.tif,288,490139
img_1054.tif,374,339952
img_1055.tif,66,56804
img_1056.tif,37,36635
img_1057.tif,251,213333
img_1058.tif,7,2509
img_1059.tif,399,296461
img_106.tif,14,329082
img_1060.tif,56,12647
img_1061.tif,352,192759
img_1062.tif,686,271791
img_1063.tif,377,129953
img_1064.tif,217,108307
img_1065.tif,95,146739
img_1066.tif,1,15
img_1067.tif,19,25651
img_1068.tif,42,78637
