Class,F1 Score,IoU
Land,0.04783338237644403,0.024502715057525857
Thick Cloud,0.6058921568608266,0.4346092447887768
Thin Cloud,0.0,0.0
Shadow,0.3317733694925473,0.19887787631805534
Overall Accuracy,0.44709826135016106,
Mean Entropy R,9.138172808459164,
Mean Entropy G,8.947549990062535,
Mean Entropy B,8.797259610924591,
