Class,F1 Score,IoU
Land,0.4915739753232512,0.3258853714278723
Thick Cloud,0.6629088062085228,0.4957842885261759
Thin Cloud,0.0,0.0
Shadow,0.33522718276836744,0.2013651227954455
Overall Accuracy,0.562662663397851,
Mean Entropy R,8.791157875414346,
Mean Entropy G,8.550335560578084,
Mean Entropy B,8.357116307830465,
