img_name,total_objects,total_area
img_0.tif,134,43132
img_1.tif,34,28984
img_10.tif,9,4706
img_100.tif,121,356242
img_1000.tif,27,118851
img_1001.tif,7,269111
img_1002.tif,0,0
img_1003.tif,43,95616
img_1004.tif,22,165790
img_1005.tif,10,328248
img_1006.tif,0,0
img_1007.tif,47,114174
img_1008.tif,65,252020
img_1009.tif,57,228401
img_101.tif,24,22288
img_1010.tif,12,383745
img_1011.tif,13,9405
img_1012.tif,70,126251
img_1013.tif,4,19239
img_1014.tif,43,67085
img_1015.tif,125,209618
img_1016.tif,95,216692
img_1017.tif,116,333795
img_1018.tif,5,4815
img_1019.tif,49,257772
img_102.tif,117,551870
img_1020.tif,0,0
img_1021.tif,0,0
img_1022.tif,139,234871
img_1023.tif,82,146567
img_1024.tif,221,220778
img_1025.tif,99,278606
img_1026.tif,29,17637
img_1027.tif,57,93425
img_1028.tif,122,374881
img_1029.tif,67,151365
img_103.tif,111,436581
img_1030.tif,188,301182
img_1031.tif,2,111
img_1032.tif,46,41950
img_1033.tif,7,947
img_1034.tif,124,107145
img_1035.tif,3,143
img_1036.tif,347,542534
img_1037.tif,206,416523
img_1038.tif,147,110173
img_1039.tif,71,107340
img_104.tif,55,47469
img_1040.tif,218,84152
img_1041.tif,592,533993
img_1042.tif,58,51184
img_1043.tif,129,180509
img_1044.tif,108,100441
img_1045.tif,56,34805
img_1046.tif,40,27958
img_1047.tif,143,168524
img_1048.tif,249,355008
img_1049.tif,157,389903
img_105.tif,17,342331
img_1050.tif,3,1441
img_1051.tif,9,1008
img_1052.tif,73,82587
img_1053.tif,286,241481
img_1054.tif,374,339952
img_1055.tif,90,173385
img_1056.tif,49,64237
img_1057.tif,216,181966
img_1058.tif,13,4977
img_1059.tif,399,296461
img_106.tif,14,329082
img_1060.tif,127,41232
img_1061.tif,262,263432
img_1062.tif,686,271791
img_1063.tif,169,135824
img_1064.tif,175,211067
img_1065.tif,97,383543
img_1066.tif,27,21438
img_1067.tif,54,62300
img_1068.tif,43,83119
img_1069.tif,145,379058
