Class,F1 Score,IoU
Land,0.7116713563801036,0.5523989239115857
Thick Cloud,0.7764266110939484,0.6345566339818167
Thin Cloud,0.0,0.0
Shadow,0.318216007047925,0.18921336413087925
Overall Accuracy,0.678349275093574,
Mean Entropy R,7.956529143721055,
Mean Entropy G,7.647827136699491,
Mean Entropy B,7.404366739520376,
