name,raw_R_entropy,raw_G_entropy,raw_B_entropy,raw_total_objects,raw_total_area
img_0.tif,7.955149541643375,7.672452671313777,7.386339114530689,45,32792
img_1.tif,8.152757578754791,7.748486918131079,7.3667178197831715,44,41459
img_10.tif,8.49998036539631,8.271645459892628,8.205407484538862,3,440
img_100.tif,9.020237459983694,8.46271115637007,8.182924086060217,213,300384
img_1000.tif,8.552266797495488,8.182454036893029,7.8626736801189,13,11103
img_1001.tif,7.13226564476935,6.3734691355809545,5.917983426807323,29,272295
img_1002.tif,9.598939287283429,9.476136190807686,9.5137504470277,0,0
img_1003.tif,9.712341944949944,9.416096095382729,9.207639039193708,34,44287
img_1004.tif,9.397921461446336,9.030328078465452,8.773413510466353,21,40940
img_1005.tif,7.37610393554302,6.378028499641698,6.168463613523666,35,269685
img_1006.tif,10.00893341780381,9.860906943907338,9.875966896446023,4,1441
img_1007.tif,10.319753769366477,9.99306246804255,9.873288258406262,28,30313
img_1008.tif,9.567298641000283,9.142011882135558,8.913921316293292,31,35888
img_1009.tif,9.35085478734521,8.921209975716968,8.672904131609073,47,54869
img_101.tif,8.428343631943942,8.188436098366523,8.088523860886255,37,11622
img_1010.tif,6.591991628920471,5.817659807638775,5.42881825789058,43,348879
img_1011.tif,7.993902350785449,7.728476635517273,7.667562365596103,2,438
img_1012.tif,9.849181046990308,9.543301607031978,9.424718204113317,22,12901
img_1013.tif,6.929479983257041,6.44830014194268,6.028421892670558,10,21874
img_1014.tif,9.106215178889348,8.731943797226648,8.39787463935053,35,45530
img_1015.tif,8.608061820304071,7.787574079569628,7.470659081324715,96,221242
img_1016.tif,8.600411210933652,8.143313782880911,7.88479825349881,67,148030
img_1017.tif,7.870068715734188,7.083612140302859,6.783554771883225,130,340313
img_1018.tif,8.87978878541218,8.751880243514451,8.790338278145477,5,4445
img_1019.tif,9.138719507737784,8.82181515431583,8.542393255450477,66,145697
img_102.tif,8.006029250756002,7.543431502275752,7.123101537752311,188,222282
img_1020.tif,9.075822101487038,8.877384314283656,8.865011492463681,37,35636
img_1021.tif,8.675566190590285,8.582314174368008,8.335506363796378,84,56320
img_1022.tif,8.680783716618436,8.57252015989314,8.176606211273649,173,175407
img_1023.tif,8.695476827573495,8.729008535808921,8.219927204971798,168,221217
img_1024.tif,6.820628354054165,6.8509117788085,6.209748932819454,308,292592
img_1025.tif,7.532761075946794,7.184068610981461,6.639274532636936,108,290882
img_1026.tif,8.687135070598751,8.405377358054691,8.285522707079876,15,21727
img_1027.tif,9.31277306441925,9.144796684418507,8.909304163139849,58,91489
img_1028.tif,7.49660371968487,6.901980863760614,6.056138337236416,134,366979
img_1029.tif,8.171182789291581,7.543397041144733,7.190162803114727,76,179098
img_103.tif,8.78012057529334,8.222022876509822,7.82603648737199,179,246818
img_1030.tif,6.939316189769768,6.910197193831195,6.181619327368422,208,330165
img_1031.tif,10.616270086576913,10.41426135548258,10.376546618834851,2,2395
img_1032.tif,10.06129024193311,9.834079263084543,9.64815094002864,17,9925
img_1033.tif,10.969727854772431,10.73662273863816,10.736739908220422,41,28420
img_1034.tif,8.726044022133012,8.528408492220489,8.213947518139504,157,151463
img_1035.tif,8.237387409066642,8.011887750920083,8.088699510934012,34,17476
img_1036.tif,7.500912580428962,7.111816256968986,6.466248917460959,423,312065
img_1037.tif,8.421551757306204,7.954043568759197,7.449688489748402,368,265039
img_1038.tif,9.422224217990207,8.880068031656947,8.541257408205242,269,187391
img_1039.tif,10.312690589255745,10.118955161501868,9.913429336238686,152,96099
img_104.tif,8.911960559463328,8.660599224625443,8.540192055792536,75,14895
img_1040.tif,9.752959308941012,9.246156302127297,8.947857360839858,370,158817
img_1041.tif,8.229671970618558,7.434524891923895,7.017093939831889,773,339905
img_1042.tif,10.194396204003407,9.938814081097815,9.793959862958094,151,82789
img_1043.tif,7.79681834662049,7.2061308946777745,6.875986298269739,465,203742
img_1044.tif,9.87250843860919,9.755140186373668,9.571301915105169,177,66616
img_1045.tif,10.860610647090434,10.605653628001363,10.529458388214474,30,23363
img_1046.tif,10.360797201948197,9.964762471260013,9.745339847001034,95,95664
img_1047.tif,9.553609667981776,9.045751508926678,8.655884680229585,174,201896
img_1048.tif,8.093565206782715,7.453710254756656,6.744595293682851,317,394145
img_1049.tif,8.553336094458343,8.336432767619009,7.768127745049521,224,260589
img_105.tif,8.402232271164007,7.854877529416522,7.324525632121152,49,324838
img_1050.tif,10.17397099946668,9.992219936488215,9.97627618629121,2,379
img_1051.tif,9.827435311852714,9.72234682001576,9.543972410986884,78,54570
img_1052.tif,9.961088149370402,9.651088315458717,9.451427746979054,148,100982
img_1053.tif,8.414053863640866,7.682457649996722,7.213819346834454,383,290395
img_1054.tif,8.38821355880523,7.722746668366042,7.150663920632495,479,388898
img_1055.tif,9.31531107048734,9.17821652765461,8.814881556048658,162,113650
img_1056.tif,9.73832464865848,9.567718306395474,9.32128276029204,99,76718
img_1057.tif,8.141661866184053,7.835969515240847,7.252692058472228,409,283803
img_1058.tif,11.240769191405583,11.056928942505976,11.01794632358366,11,4824
img_1059.tif,8.084288134416292,7.465090863976632,7.025005961362167,575,370068
img_106.tif,8.311799786512662,7.890151858655204,7.527995288771638,62,335598
img_1060.tif,8.051329743754602,7.797522923825308,7.740152771085411,127,36263
img_1061.tif,8.448291024352573,7.953156838272748,7.757233837687977,469,225931
img_1062.tif,8.709081318849647,8.10807662412309,7.662235539421594,803,301167
img_1063.tif,9.120948138110698,8.712102190946766,8.491007862961224,503,157539
img_1064.tif,9.252232839647174,8.869026637168224,8.773444834971034,281,168511
img_1065.tif,7.883010251489067,7.396704274545322,7.033184559384559,154,455585
img_1066.tif,10.706621413391856,10.490244354210128,10.429116231443384,8,5594
img_1067.tif,8.751132685524103,8.361926477970556,8.352317121007575,36,50852
img_1068.tif,7.69017583448123,7.1869420771436845,6.752752054754135,65,84854
img_1069.tif,8.106674953297649,7.1436852547090375,6.786562581816861,221,359380
img_107.tif,8.65533306324312,8.297710129025202,7.970267384870068,86,52339
img_1070.tif,8.504835647926141,8.036606549065619,7.631146325992756,317,115206
img_1071.tif,8.987208958600537,8.557023008519732,8.157183594417749,235,122813
img_1072.tif,10.173407275246497,9.932095230469027,9.797751209355445,72,58524
img_1073.tif,8.568045387261073,8.357000858605417,8.474221590111409,121,35513
img_1074.tif,8.391909059785108,7.725410579293355,7.389302651368021,501,321933
img_1075.tif,7.797143346250059,7.23616176031461,7.008549553964738,262,188690
img_1076.tif,8.220396076928376,7.985595651119591,7.452665241958202,379,257195
img_1077.tif,7.734786375451074,7.16816037199612,6.777117749283298,466,304191
img_1078.tif,9.353966058784875,9.162507172727274,9.203230985992352,23,11284
img_1079.tif,9.598103948671808,9.521094625315309,9.168873139390609,198,140142
img_108.tif,8.008752375809463,7.717944465165607,7.534798176928973,17,5475
img_1080.tif,8.064610368109305,7.848891184091196,7.780186708719103,8,1288
img_1081.tif,8.871251054964395,8.760268336845451,8.199242907681173,227,93553
img_1082.tif,7.4728604130136915,6.977652544254148,6.181734572502162,534,434003
img_1083.tif,8.398201854511427,7.87883311609466,7.529304334631865,281,75679
img_1084.tif,9.34773171429673,8.896945049262289,8.600537649845046,155,68440
img_1085.tif,7.205886895088428,6.263482575355739,5.639901218566788,43,364935
img_1086.tif,7.25602208007337,7.054761050114081,7.096739049758791,6,3429
img_1087.tif,7.4568676686305295,6.31722089958603,5.678930261665931,57,279420
img_1088.tif,10.577188684362731,10.47849771194774,10.465063859463392,1,3
img_1089.tif,9.103299410398238,8.566022077412592,8.162486503576666,108,35934
img_109.tif,8.245332457854389,7.9395144655155026,7.671858672350947,37,70301
img_1090.tif,8.427854938138237,7.52670421429239,6.818252938485223,190,299836
img_1091.tif,8.5707525756388,7.650415909617288,7.125547758803475,98,15895
img_1092.tif,9.6039889759833,9.042424044029344,8.625818091794601,208,67951
img_1093.tif,8.162013532393921,7.284160611474627,6.638396859278906,92,393880
img_1094.tif,9.14043843785945,8.385225309275683,7.882492417799933,288,341998
img_1095.tif,8.419681027069473,7.590846983175526,7.056541548823687,233,263231
img_1096.tif,8.085580290306048,7.764549387725699,7.596326076864867,117,70904
img_1097.tif,8.085483687125627,7.76473065210793,7.59602332922315,116,70203
img_1098.tif,7.665200015880972,6.994891676612983,6.921610695595277,65,45165
img_1099.tif,7.446652996312975,6.9630809779092,6.90116968917599,54,58625
img_11.tif,9.11400186595808,8.825891521692924,8.64619133629984,60,56961
img_110.tif,9.423556496356053,9.308767380982536,9.324078657039932,6,357
img_1100.tif,8.29450162152195,7.542158198197537,7.03037321741862,269,202552
img_1101.tif,10.074167317261026,9.722177905248127,9.489466883208578,82,91669
img_1102.tif,8.802557604698135,8.268106057233858,7.995195000214713,109,126708
img_1103.tif,7.587771134541773,7.188561961622838,6.921310188994485,90,28588
img_1104.tif,10.057670109271308,9.971229491592108,9.985796738644956,5,8348
img_1105.tif,8.578752733787155,8.221010736489097,8.011731376206509,35,16467
img_1106.tif,9.891339585202456,9.787454638372491,9.804725178589493,4,1449
img_1107.tif,7.729002764701472,7.35474146192921,6.8607391989826,7,148718
img_1108.tif,5.617424978150569,5.058128480280763,4.413759016260669,6,258568
img_1109.tif,9.16121483940566,8.909631422274598,8.785026657533177,2,47594
img_111.tif,10.652363553090892,10.580263642738725,10.594210675386543,258,140247
img_1110.tif,9.646611246155052,9.724696155422816,9.842743060677352,3,273
img_1111.tif,7.963523810956125,7.14657888742184,6.563134198715757,226,345447
img_1112.tif,8.597146223214942,7.9285293396568015,7.342620083300553,235,124522
img_1113.tif,6.996150470762422,6.41730339891128,6.210603529801877,13,1741
img_1114.tif,8.31589394451046,8.071998310227064,8.104582791385019,73,23874
img_1115.tif,8.100447095206542,7.179501088297967,6.440747640041176,75,299615
img_1116.tif,10.206144672475215,9.93780534621077,9.75889612602187,38,22455
img_1117.tif,7.786189094596602,7.096778353976124,6.740130110743513,16,2952
img_1118.tif,10.32735839193481,10.15145085585663,10.135860971947285,4,2976
img_1119.tif,9.0363603004483,8.45491593209508,8.00390879839154,50,122121
img_112.tif,10.124517142227983,9.996415218869918,9.861162867025184,193,118355
img_1120.tif,7.178104685830575,6.751385838557979,5.9381115417066335,107,333403
img_1121.tif,7.527754258165907,6.933796949044754,6.190934202241111,123,351255
img_1122.tif,8.466313901497976,8.049326348377075,7.615042334796168,92,64917
img_1123.tif,10.121435788718046,9.979349156476486,9.964528600195884,5,3683
img_1124.tif,9.746131601486011,9.583031504712174,9.583055476660313,6,2449
img_1125.tif,7.888510350394827,7.119570565572548,6.707247593266274,174,427847
img_1126.tif,8.026044978344073,7.390824051502105,6.966886590012412,195,142593
img_1127.tif,9.719683087321377,9.61266549314676,9.616377072118071,40,37562
img_1128.tif,10.377731839226438,10.208081982142486,10.080041302441716,11,6601
img_1129.tif,7.759075795924778,7.295166900579779,6.930759413103206,140,95946
img_113.tif,9.678238911435187,9.495738680436435,9.373122918846049,41,48623
