img_name,total_objects,total_area
img_0.tif,51,33131
img_1.tif,14,27557
img_10.tif,2,201
img_100.tif,143,311679
img_1000.tif,8,10837
img_1001.tif,5,259709
img_1002.tif,10,4707
img_1003.tif,15,82877
img_1004.tif,11,240276
img_1005.tif,10,328248
img_1006.tif,9,44686
img_1007.tif,83,63473
img_1008.tif,13,223674
img_1009.tif,19,222686
img_101.tif,54,10402
img_1010.tif,12,383745
img_1011.tif,0,0
img_1012.tif,3,1068
img_1013.tif,2,19258
img_1014.tif,20,35604
img_1015.tif,90,212756
img_1016.tif,52,131184
img_1017.tif,116,345508
img_1018.tif,4,5185
img_1019.tif,38,143784
img_102.tif,122,581708
img_1020.tif,23,37151
img_1021.tif,48,29073
img_1022.tif,118,186796
img_1023.tif,67,352165
img_1024.tif,221,220778
img_1025.tif,85,233491
img_1026.tif,14,19958
img_1027.tif,38,74544
img_1028.tif,122,374881
img_1029.tif,69,171966
img_103.tif,119,600621
img_1030.tif,186,300925
img_1031.tif,13,3667
img_1032.tif,30,5971
img_1033.tif,37,34877
img_1034.tif,110,210456
img_1035.tif,9,4531
img_1036.tif,347,542534
img_1037.tif,235,456580
img_1038.tif,144,64849
img_1039.tif,138,117855
img_104.tif,81,12749
img_1040.tif,223,92554
img_1041.tif,589,529541
img_1042.tif,64,127356
img_1043.tif,253,116397
img_1044.tif,58,126041
img_1045.tif,31,49201
img_1046.tif,78,114073
img_1047.tif,128,358254
img_1048.tif,249,355008
img_1049.tif,149,402946
img_105.tif,17,342331
img_1050.tif,0,0
img_1051.tif,75,30696
img_1052.tif,62,49200
img_1053.tif,271,461086
img_1054.tif,376,340447
img_1055.tif,58,185025
img_1056.tif,90,142237
img_1057.tif,238,442077
img_1058.tif,21,31264
img_1059.tif,399,296461
img_106.tif,35,288236
img_1060.tif,53,9237
img_1061.tif,177,168081
img_1062.tif,675,517593
img_1063.tif,300,87949
img_1064.tif,214,188812
img_1065.tif,97,398726
img_1066.tif,1,16
img_1067.tif,20,43060
img_1068.tif,42,78642
img_1069.tif,145,378929
img_107.tif,27,32560
img_1070.tif,198,83712
img_1071.tif,80,39647
img_1072.tif,23,25206
img_1073.tif,13,668
img_1074.tif,327,234643
img_1075.tif,142,85677
img_1076.tif,249,427528
img_1077.tif,301,440091
img_1078.tif,31,18516
img_1079.tif,113,93347
img_108.tif,8,12499
img_1080.tif,3,63
img_1081.tif,73,27323
img_1082.tif,275,361935
img_1083.tif,245,70681
img_1084.tif,72,45524
img_1085.tif,12,267515
img_1086.tif,0,0
img_1087.tif,10,258830
img_1088.tif,10,939
img_1089.tif,22,7836
img_109.tif,15,273751
img_1090.tif,54,371737
img_1091.tif,28,5193
img_1092.tif,80,34607
img_1093.tif,1,258250
img_1094.tif,96,526622
img_1095.tif,177,334388
img_1096.tif,73,39750
img_1097.tif,73,39558
img_1098.tif,39,34856
img_1099.tif,39,25002
img_11.tif,41,51622
img_110.tif,2,64
img_1100.tif,90,392885
img_1101.tif,20,16959
img_1102.tif,33,285539
img_1103.tif,19,56882
img_1104.tif,3,754
img_1105.tif,10,6224
img_1106.tif,0,0
img_1107.tif,1,22
img_1108.tif,1,256822
img_1109.tif,2,3
img_111.tif,226,406376
img_1110.tif,0,0
img_1111.tif,31,272796
img_1112.tif,50,30900
img_1113.tif,0,0
img_1114.tif,24,11646
img_1115.tif,39,282547
img_1116.tif,2,831
img_1117.tif,5,274
img_1118.tif,12,25313
img_1119.tif,20,261840
img_112.tif,109,338337
img_1120.tif,33,286220
img_1121.tif,41,301689
img_1122.tif,31,21706
img_1123.tif,0,0
img_1124.tif,4,7
img_1125.tif,123,393230
img_1126.tif,96,328276
img_1127.tif,20,71965
img_1128.tif,4,312
img_1129.tif,67,42566
img_113.tif,17,10440
img_1130.tif,8,8950
img_1131.tif,102,400577
img_1132.tif,19,12308
img_1133.tif,123,239817
img_1134.tif,39,29045
img_1135.tif,24,10882
img_1136.tif,14,6081
img_1137.tif,0,0
img_1138.tif,12,3857
img_1139.tif,18,263210
img_114.tif,21,12614
img_1140.tif,0,0
img_1141.tif,10,12978
img_1142.tif,18,183938
img_1143.tif,6,4634
img_1144.tif,19,313648
img_1145.tif,81,31914
img_1146.tif,38,19015
img_1147.tif,10,3236
img_1148.tif,102,307756
img_1149.tif,83,24352
img_115.tif,12,285728
img_1150.tif,151,334627
img_1151.tif,13,6018
img_1152.tif,13,35858
img_1153.tif,31,14015
img_1154.tif,161,316683
img_1155.tif,167,308739
img_1156.tif,159,331121
img_1157.tif,27,74338
img_1158.tif,32,18583
img_1159.tif,147,167802
img_116.tif,37,9747
img_1160.tif,46,274614
img_1161.tif,47,260855
img_1162.tif,24,2921
img_1163.tif,153,27852
img_1164.tif,58,15811
img_1165.tif,21,292550
img_1166.tif,8,5871
img_1167.tif,18,70252
img_1168.tif,13,8523
img_1169.tif,38,390611
img_117.tif,7,189864
img_1170.tif,87,188433
img_1171.tif,92,324925
img_1172.tif,27,32553
img_1173.tif,63,9920
img_1174.tif,187,118995
img_1175.tif,45,105192
img_1176.tif,56,70204
img_1177.tif,106,427567
img_1178.tif,30,280893
img_1179.tif,31,23274
img_118.tif,0,0
img_1180.tif,271,426368
img_1181.tif,222,102743
img_1182.tif,0,0
img_1183.tif,223,362140
img_1184.tif,49,39918
