img_name,total_objects,total_area
img_0.tif,16,22788
img_1.tif,14,27598
img_10.tif,2,157
img_100.tif,130,361035
img_1000.tif,10,13207
img_1001.tif,8,263880
img_1002.tif,9,8806
img_1003.tif,14,85990
img_1004.tif,13,221250
img_1005.tif,10,328248
img_1006.tif,6,45317
img_1007.tif,48,45085
img_1008.tif,10,233246
img_1009.tif,18,224697
img_101.tif,31,13145
img_1010.tif,12,383745
img_1011.tif,0,0
img_1012.tif,4,1789
img_1013.tif,2,19248
img_1014.tif,20,33238
img_1015.tif,91,236618
img_1016.tif,52,127703
img_1017.tif,116,345508
img_1018.tif,3,2912
img_1019.tif,37,122060
img_102.tif,119,580586
img_1020.tif,19,13167
img_1021.tif,48,68019
img_1022.tif,117,184888
img_1023.tif,72,363731
img_1024.tif,221,220778
img_1025.tif,83,222212
img_1026.tif,14,21102
img_1027.tif,39,74393
img_1028.tif,122,374881
img_1029.tif,69,171966
img_103.tif,120,625157
img_1030.tif,186,300925
img_1031.tif,20,15223
img_1032.tif,11,8641
img_1033.tif,36,29470
img_1034.tif,111,213520
img_1035.tif,16,8225
img_1036.tif,347,542534
img_1037.tif,234,450042
img_1038.tif,137,168531
img_1039.tif,123,68040
img_104.tif,39,8030
img_1040.tif,223,91106
img_1041.tif,589,537244
img_1042.tif,50,163686
img_1043.tif,263,119141
img_1044.tif,52,127350
img_1045.tif,32,43110
img_1046.tif,90,129851
img_1047.tif,122,149263
img_1048.tif,249,355008
img_1049.tif,154,412982
img_105.tif,17,342331
img_1050.tif,0,0
img_1051.tif,40,24131
img_1052.tif,60,40107
img_1053.tif,268,461903
img_1054.tif,374,339952
img_1055.tif,64,194535
img_1056.tif,61,144340
img_1057.tif,241,443063
img_1058.tif,12,3080
img_1059.tif,399,296461
img_106.tif,45,302591
img_1060.tif,55,10414
img_1061.tif,171,170877
img_1062.tif,679,525624
img_1063.tif,313,101475
img_1064.tif,196,217412
img_1065.tif,96,397440
img_1066.tif,2,23
img_1067.tif,19,25793
img_1068.tif,42,78639
img_1069.tif,145,379058
img_107.tif,27,32535
img_1070.tif,191,79816
img_1071.tif,84,72537
img_1072.tif,23,9545
img_1073.tif,20,1726
img_1074.tif,324,234698
img_1075.tif,132,85770
img_1076.tif,247,430469
img_1077.tif,301,440091
img_1078.tif,15,45146
img_1079.tif,107,261843
img_108.tif,6,2134
img_1080.tif,4,174
img_1081.tif,70,24228
img_1082.tif,275,361935
img_1083.tif,242,71326
img_1084.tif,69,40885
img_1085.tif,12,267515
img_1086.tif,0,0
img_1087.tif,10,258830
img_1088.tif,2,19
img_1089.tif,19,5641
img_109.tif,15,275612
img_1090.tif,54,371737
img_1091.tif,27,5327
img_1092.tif,79,40390
img_1093.tif,1,258250
img_1094.tif,96,518394
img_1095.tif,177,334388
img_1096.tif,71,38859
img_1097.tif,73,40094
img_1098.tif,40,35076
img_1099.tif,47,31188
img_11.tif,45,94153
img_110.tif,0,0
img_1100.tif,90,392885
img_1101.tif,22,18948
img_1102.tif,35,286068
img_1103.tif,19,56893
img_1104.tif,1,633
img_1105.tif,9,6076
img_1106.tif,0,0
img_1107.tif,0,0
img_1108.tif,1,256822
img_1109.tif,0,0
img_111.tif,209,397130
img_1110.tif,0,0
img_1111.tif,31,272796
img_1112.tif,49,28906
img_1113.tif,0,0
img_1114.tif,19,49428
img_1115.tif,39,282547
img_1116.tif,4,2503
img_1117.tif,4,625
img_1118.tif,5,1651
img_1119.tif,22,33214
img_112.tif,101,342678
img_1120.tif,34,286275
img_1121.tif,41,301689
img_1122.tif,31,22083
img_1123.tif,0,0
img_1124.tif,0,0
img_1125.tif,123,393230
img_1126.tif,93,329188
img_1127.tif,13,78748
img_1128.tif,3,518
img_1129.tif,67,43278
img_113.tif,21,11959
img_1130.tif,8,12663
img_1131.tif,99,384779
img_1132.tif,5,6713
img_1133.tif,123,239817
img_1134.tif,42,35070
img_1135.tif,24,10882
img_1136.tif,16,5583
img_1137.tif,0,0
img_1138.tif,12,3857
img_1139.tif,18,263210
img_114.tif,22,12741
img_1140.tif,2,81
img_1141.tif,10,17250
img_1142.tif,19,191025
img_1143.tif,5,4620
img_1144.tif,19,313648
img_1145.tif,82,32681
img_1146.tif,39,17853
img_1147.tif,6,2205
img_1148.tif,102,307756
img_1149.tif,84,25534
img_115.tif,12,285728
img_1150.tif,151,334627
img_1151.tif,11,2907
img_1152.tif,13,22803
img_1153.tif,27,11961
img_1154.tif,164,342639
img_1155.tif,169,313411
img_1156.tif,159,331121
img_1157.tif,28,58879
img_1158.tif,26,3107
img_1159.tif,80,177176
img_116.tif,33,5311
img_1160.tif,46,274616
img_1161.tif,55,269013
img_1162.tif,14,390
img_1163.tif,62,11667
img_1164.tif,39,43689
img_1165.tif,21,292550
img_1166.tif,3,5823
img_1167.tif,16,45881
img_1168.tif,13,12636
img_1169.tif,29,367731
img_117.tif,3,974
img_1170.tif,78,180198
img_1171.tif,90,324348
img_1172.tif,26,32142
img_1173.tif,40,5308
img_1174.tif,176,120149
img_1175.tif,44,88174
img_1176.tif,54,74246
img_1177.tif,106,427567
img_1178.tif,30,281645
img_1179.tif,26,23346
img_118.tif,0,0
img_1180.tif,271,426368
img_1181.tif,224,100711
img_1182.tif,0,0
img_1183.tif,223,362691
img_1184.tif,47,40408
img_1185.tif,405,413989
img_1186.tif,348,412776
img_1187.tif,225,342434
img_1188.tif,67,41087
img_1189.tif,49,43722
img_119.tif,8,1731
img_1190.tif,0,0
img_1191.tif,9,261385
img_1192.tif,5,2397
img_1193.tif,0,0
img_1194.tif,4,256717
img_1195.tif,19,517933
img_1196.tif,0,0
img_1197.tif,6,2544
img_1198.tif,9,8425
img_1199.tif,43,39986
img_12.tif,36,518798
img_120.tif,11,340254
img_1200.tif,18,236382
img_1201.tif,50,363199
img_1202.tif,4,6982
img_1203.tif,23,63179
img_1204.tif,34,18734
img_1205.tif,83,359846
img_1206.tif,76,527877
img_1207.tif,48,136515
img_1208.tif,33,6558
img_1209.tif,16,4852
img_121.tif,5,341693
img_1210.tif,91,103659
img_1211.tif,79,110126
img_1212.tif,126,438228
img_1213.tif,61,84034
img_1214.tif,10,11848
img_1215.tif,11,335880
img_1216.tif,2,998
img_1217.tif,4,6086
img_1218.tif,2,1194
img_1219.tif,10,16222
img_122.tif,3,7409
img_1220.tif,99,378566
img_1221.tif,43,72502
img_1222.tif,7,4545
img_1223.tif,62,132351
img_1224.tif,44,233210
img_1225.tif,2,1060
img_1226.tif,8,2830
img_1227.tif,30,311096
img_1228.tif,16,274414
img_1229.tif,41,156329
img_123.tif,14,2067
img_1230.tif,85,334743
img_1231.tif,16,10915
img_1232.tif,18,7803
img_1233.tif,6,3992
img_1234.tif,77,55342
img_1235.tif,78,358337
img_1236.tif,47,324241
img_1237.tif,19,15015
img_1238.tif,17,110983
img_1239.tif,8,1311
img_124.tif,0,0
img_1240.tif,217,141234
img_1241.tif,30,44675
img_1242.tif,73,301459
img_1243.tif,3,236
img_1244.tif,35,44647
img_1245.tif,9,282958
img_1246.tif,11,55865
img_1247.tif,4,8835
img_1248.tif,2,4
img_1249.tif,7,173252
img_125.tif,71,233220
img_1250.tif,83,106035
img_1251.tif,64,386498
img_1252.tif,18,15071
img_1253.tif,19,128414
img_1254.tif,43,506520
img_1255.tif,141,157638
img_1256.tif,2,129
img_1257.tif,125,178146
img_1258.tif,22,93512
img_1259.tif,57,60715
img_126.tif,10,79225
img_1260.tif,109,248230
img_1261.tif,54,316119
img_1262.tif,156,57104
img_1263.tif,312,371798
img_1264.tif,43,7989
img_1265.tif,26,317229
img_1266.tif,34,206624
img_1267.tif,13,4869
img_1268.tif,32,13927
img_1269.tif,80,328110
img_127.tif,10,316788
img_1270.tif,90,88395
img_1271.tif,7,834
img_1272.tif,223,588331
img_1273.tif,203,447195
img_1274.tif,14,5385
img_1275.tif,86,62453
img_1276.tif,384,529526
img_1277.tif,98,69221
img_1278.tif,19,7347
img_1279.tif,218,408076
img_128.tif,15,194483
img_1280.tif,247,448576
img_1281.tif,67,31905
img_1282.tif,13,21712
img_1283.tif,233,380646
img_1284.tif,330,454178
img_1285.tif,12,266326
img_1286.tif,2,409
img_1287.tif,0,0
img_1288.tif,0,0
img_1289.tif,4,4041
img_129.tif,15,5591
img_1290.tif,13,518244
img_1291.tif,4,844
img_1292.tif,4,845
img_1293.tif,21,22763
img_1294.tif,7,99568
img_1295.tif,9,262569
img_1296.tif,23,283315
img_1297.tif,4,3342
img_1298.tif,2,1675
img_1299.tif,3,6394
img_13.tif,19,79897
img_130.tif,55,348778
img_1300.tif,10,719081
img_1301.tif,0,0
img_1302.tif,9,609774
img_1303.tif,2,65243
img_1304.tif,5,125872
img_1305.tif,36,620598
img_1306.tif,23,125300
img_1307.tif,13,206580
img_1308.tif,32,585733
img_1309.tif,12,21041
img_131.tif,64,263914
img_1310.tif,19,281332
img_1311.tif,16,8336
img_1312.tif,9,586799
img_1313.tif,0,0
img_1314.tif,2,2
img_1315.tif,9,692108
img_1316.tif,11,10003
img_1317.tif,2,2
img_1318.tif,0,0
img_1319.tif,10,448415
img_132.tif,144,113401
img_1320.tif,0,0
img_1321.tif,59,530218
img_1322.tif,41,83508
img_1323.tif,33,115632
img_1324.tif,13,29074
img_1325.tif,88,48821
img_1326.tif,22,18210
img_1327.tif,45,9758
img_1328.tif,199,448076
img_1329.tif,53,18575
img_133.tif,95,27884
img_1330.tif,0,0
img_1331.tif,18,23876
img_1332.tif,10,273760
img_1333.tif,0,0
img_1334.tif,15,267063
img_1335.tif,21,95700
img_1336.tif,1,597
img_1337.tif,53,23178
img_1338.tif,106,304300
img_1339.tif,102,308532
img_134.tif,39,10325
img_1340.tif,0,0
img_1341.tif,3,36294
img_1342.tif,28,383197
img_1343.tif,25,273474
img_1344.tif,5,1488
img_1345.tif,21,16567
img_1346.tif,17,357282
img_1347.tif,0,0
img_1348.tif,0,0
img_1349.tif,4,377779
img_135.tif,15,357580
img_1350.tif,21,302786
img_1351.tif,2,4
img_1352.tif,60,302556
img_1353.tif,45,279729
img_1354.tif,3,2684
img_1355.tif,21,309537
img_1356.tif,19,246053
img_1357.tif,7,16095
img_1358.tif,3,2186
img_1359.tif,7,495
img_136.tif,9,17918
img_1360.tif,5,185
img_1361.tif,12,261850
img_1362.tif,1,323
img_1363.tif,22,279834
img_1364.tif,13,252032
img_1365.tif,41,334368
img_1366.tif,7,44835
img_1367.tif,39,259026
img_1368.tif,45,244161
img_1369.tif,2,75
img_137.tif,34,524856
img_1370.tif,75,430537
img_1371.tif,49,23412
img_1372.tif,41,39727
img_1373.tif,217,37646
img_1374.tif,83,407202
img_1375.tif,11,436297
img_1376.tif,6,221851
img_1377.tif,3,402
img_1378.tif,2,441
img_1379.tif,20,286471
img_138.tif,4,765
img_1380.tif,179,249627
img_1381.tif,26,317576
img_1382.tif,5,51384
img_1383.tif,9,116442
img_1384.tif,24,291429
img_1385.tif,18,274623
img_1386.tif,6,5918
img_1387.tif,7,6228
img_1388.tif,4,1606
img_1389.tif,41,294850
img_139.tif,40,26951
img_1390.tif,82,320985
img_1391.tif,65,24929
img_1392.tif,22,13470
img_1393.tif,49,288702
img_1394.tif,4,4278
img_1395.tif,10,3631
img_1396.tif,34,12258
img_1397.tif,83,15330
img_1398.tif,175,109611
img_1399.tif,13,8875
img_14.tif,17,2747
img_140.tif,40,153561
img_1400.tif,98,237121
img_1401.tif,48,51470
img_1402.tif,95,32412
img_1403.tif,3,971
img_1404.tif,68,93578
img_1405.tif,52,360665
img_1406.tif,32,61570
img_1407.tif,13,1149
img_1408.tif,12,12659
img_1409.tif,0,0
img_141.tif,23,77854
img_1410.tif,3,4272
img_1411.tif,14,418054
img_1412.tif,1,2
img_1413.tif,5,30093
