name,raw_R_entropy,raw_G_entropy,raw_B_entropy,raw_total_objects,raw_total_area,cloud_percentage
img_2069.tif,8.36494778784938,8.485023199474087,8.058897403238326,23,30418,29.92
img_207.tif,9.47022445446584,9.39161415775358,9.452286735003016,0,0,64.06
img_2070.tif,8.252764074570244,8.41505553845909,7.929561728836073,69,298299,24.56
img_2071.tif,10.408061608113124,10.15445061693416,10.214576052327654,12,4767,89.42
img_2073.tif,8.313382898949538,8.444581276072773,7.920354804412467,56,93522,25.73
img_2074.tif,8.370067070717319,8.310214636266002,8.297008020965498,14,13974,32.59
img_2075.tif,10.166856988051594,9.914966345674332,9.912216754610562,33,10111,68.39
img_2076.tif,7.620879144913597,7.56403839083534,7.337844764753476,74,22122,24.98
img_2078.tif,10.927177454188302,10.795191025367174,10.718439298527676,6,2612,78.24
img_2079.tif,7.823778039454534,7.794755367186019,7.553625407744693,44,21657,15.73
img_2080.tif,8.026708851435313,7.465673565220726,7.070863084943866,32,80503,20.08
img_2081.tif,9.211416890036157,8.979051190934978,8.716926504572367,26,41675,42.31
img_2084.tif,7.314829142759802,6.979856156016202,6.543561052879404,21,355491,12.16
img_2085.tif,9.248143248423084,9.009473792768183,8.841235991510937,18,10071,61.78
img_2087.tif,8.34883072846338,8.474017248201289,8.06103048777132,94,74934,28.74
img_2088.tif,8.839177715615989,8.744196131707628,8.580670475486,40,20792,49.29
img_2089.tif,6.4802928439810925,6.6184316253548365,5.921411739114946,96,75221,11.94
img_209.tif,10.437582074852276,10.290890497901454,10.287290021271875,0,0,75.74
img_2090.tif,10.656084067606573,10.463124603039564,10.4358645636816,8,10866,57.71
img_2091.tif,8.42379179570453,8.194474140108719,7.934443460426954,126,71952,34.73
img_2092.tif,7.996052138539452,7.650049616909521,7.493586781176224,4,1243,58.54
img_2098.tif,8.826728087466657,8.606040644077723,8.272369678908452,106,41410,40.39
img_2099.tif,10.113797375045024,9.913113073154028,9.931101837791337,2,170,87.52
img_21.tif,9.33032461996774,9.12455535305605,8.9415423647185,16,12277,36.73
img_2100.tif,8.55664451313459,8.459616870526682,8.476521672505871,3,222,16.98
img_2103.tif,10.797320462033296,10.617518943222322,10.59979872806726,81,12097,58.45
img_2106.tif,8.758024471229284,8.651531591549706,8.602032677225884,2,43403,61.42
img_2108.tif,8.02943568437453,7.956939230624165,7.651151673653759,5,2132,44.79
img_2110.tif,8.70591961626346,8.558225730445937,8.186232765066286,72,69931,29.56
img_2115.tif,7.228262953896431,7.0465342764622205,6.952178062302152,0,0,19.87
img_2116.tif,7.929050801083044,7.426714437344104,6.421889790729625,32,47738,18.19
img_2118.tif,9.879847178987616,9.59500489157234,9.587222997357255,82,37181,52.87
img_212.tif,7.569945451513201,6.99924419912813,6.606760312136388,19,46220,16.67
img_2121.tif,9.61570702340668,9.391845645417565,9.282579625421372,37,42155,32.93
img_2122.tif,8.509289503386274,8.309626591645328,8.144449838299181,96,61058,13.6
img_2126.tif,8.444796148222602,7.971030677086651,8.056916016888422,70,47028,13.73
img_2127.tif,9.729625129543562,9.395619491531107,9.334277811305718,78,77687,19.83
img_2128.tif,10.60620824064755,10.393036525327904,10.439878997069782,0,0,86.63
img_2129.tif,9.65734431081446,9.582253226047198,9.46336053407269,7,9661,60.75
img_213.tif,9.117183726672694,8.801101411588006,8.62594280234929,17,50294,31.77
img_2132.tif,8.010900121243598,7.78398279510304,7.749716061573784,1,1,13.29
img_2136.tif,9.280406929343387,8.936383389330196,8.850475103157203,19,14241,84.44
img_2137.tif,7.46945724118816,7.302910854405909,6.84235163639435,66,74217,15.34
img_2138.tif,8.85936476830571,8.691752067067013,8.610779419948562,15,12935,49.81
img_2142.tif,8.746120428529572,8.823880315334206,8.339766332383265,85,79825,30.96
img_2143.tif,8.784973747222544,8.673035140613642,8.726108647697407,1,1914,80.47
img_2149.tif,9.912296416708818,9.650246827393245,9.682967122004031,16,4171,33.7
img_2152.tif,8.464783709927612,8.051481506271625,7.734875547460404,24,18068,38.93
img_2156.tif,6.485972523377599,6.185750970020161,6.164982480398585,7,6018,22.63
img_2157.tif,9.80054641664799,9.676184886235848,9.611070661718276,4,21199,70.75
img_2158.tif,5.557866216562476,6.133232497891302,5.381436153028583,15,261684,11.94
img_2159.tif,9.290571594431595,9.11100456391578,9.143321613879072,2,342,69.4
img_2162.tif,8.674907336189097,8.800577513260292,8.481370397095073,17,37337,41.46
img_2163.tif,8.653317088113798,8.525445665600614,8.563388408335559,2,598,21.95
img_2164.tif,11.17065192861472,11.01484419877977,11.015694766006463,2,5177,85.87
img_2166.tif,8.58170421515288,8.550062100644967,8.161421418620783,32,45627,36.17
