Class,F1 Score,IoU
Land,0.6330117509085076,0.4630703675245274
Thick Cloud,0.7008572594223728,0.5394767160926106
Thin Cloud,0.0,0.0
Shadow,0.13162716092790136,0.07045015757843714
Overall Accuracy,0.6063643678442224,
Mean Entropy R,8.537558422403565,
Mean Entropy G,8.253594094874645,
Mean Entropy B,8.043571761761488,
