img_name,total_objects,total_area
img_0.tif,17,27025
img_1.tif,14,27722
img_10.tif,1,148
img_100.tif,142,433608
img_1000.tif,10,13457
img_1001.tif,8,265973
img_1002.tif,9,1476
img_1003.tif,12,70111
img_1004.tif,10,220232
img_1005.tif,10,328248
img_1006.tif,5,46884
img_1007.tif,35,73838
img_1008.tif,9,242133
img_1009.tif,19,229718
img_101.tif,17,3410
img_1010.tif,12,383745
img_1011.tif,0,0
img_1012.tif,5,2916
img_1013.tif,2,19262
img_1014.tif,22,38529
img_1015.tif,87,204934
img_1016.tif,52,116265
img_1017.tif,116,345508
img_1018.tif,2,2685
img_1019.tif,38,125588
img_102.tif,117,551870
img_1020.tif,23,20360
img_1021.tif,48,32424
img_1022.tif,118,178013
img_1023.tif,66,185469
img_1024.tif,221,220778
img_1025.tif,85,249521
img_1026.tif,13,19883
img_1027.tif,38,70910
img_1028.tif,122,374881
img_1029.tif,69,171966
img_103.tif,113,629689
img_1030.tif,186,300925
img_1031.tif,7,2641
img_1032.tif,11,8073
img_1033.tif,39,73676
img_1034.tif,113,342997
img_1035.tif,23,9911
img_1036.tif,347,542534
img_1037.tif,241,465743
img_1038.tif,152,231685
img_1039.tif,97,64983
img_104.tif,33,13351
img_1040.tif,227,305397
img_1041.tif,592,533993
img_1042.tif,46,101599
img_1043.tif,266,120480
img_1044.tif,53,131774
img_1045.tif,19,39231
img_1046.tif,95,141539
img_1047.tif,127,146418
img_1048.tif,249,355008
img_1049.tif,154,420294
img_105.tif,17,342331
img_1050.tif,0,0
img_1051.tif,41,24036
img_1052.tif,58,46862
img_1053.tif,266,461303
img_1054.tif,374,339952
img_1055.tif,64,60009
img_1056.tif,43,69109
img_1057.tif,245,453422
img_1058.tif,11,2671
img_1059.tif,399,296461
img_106.tif,79,274242
img_1060.tif,56,10979
img_1061.tif,192,231473
img_1062.tif,686,266224
img_1063.tif,348,115370
img_1064.tif,190,97115
img_1065.tif,96,397888
img_1066.tif,2,83
img_1067.tif,17,23310
img_1068.tif,42,78640
img_1069.tif,145,379058
img_107.tif,27,32504
img_1070.tif,191,79765
img_1071.tif,90,73073
img_1072.tif,28,23182
img_1073.tif,33,3632
img_1074.tif,324,234698
img_1075.tif,140,91906
img_1076.tif,245,425880
img_1077.tif,301,440091
img_1078.tif,7,2166
img_1079.tif,100,69853
img_108.tif,6,2158
img_1080.tif,10,836
img_1081.tif,68,24264
img_1082.tif,275,361935
img_1083.tif,240,70990
img_1084.tif,71,43440
img_1085.tif,12,267515
img_1086.tif,0,0
