Class,F1 Score,IoU
Land,0.7120404517170713,0.5528438006196263
Thick Cloud,0.7873917893612583,0.6493373395076217
Thin Cloud,0.0,0.0
Shadow,0.3370391601673373,0.2026741412631534
Overall Accuracy,0.6817237432900961,
Mean Entropy R,7.712645079865437,
Mean Entropy G,7.3952842509248935,
Mean Entropy B,7.14461525137109,
