Class,F1 Score,IoU
Land,0.6990970359984482,0.5373936837287537
Thick Cloud,0.7536972127429681,0.6047464712822864
Thin Cloud,0.0,0.0
Shadow,0.26531562509168294,0.15294749231006685
Overall Accuracy,0.6609204806290664,
Mean Entropy R,8.155796528783277,
Mean Entropy G,7.856330801104691,
Mean Entropy B,7.623000543532261,
