img_name,total_objects,total_area
img_0.tif,134,43132
img_1.tif,35,29013
img_10.tif,8,4506
img_100.tif,116,380067
img_1000.tif,24,15075
img_1001.tif,7,269111
img_1002.tif,0,0
img_1003.tif,30,111761
img_1004.tif,8,2488
img_1005.tif,10,328248
img_1006.tif,3,22422
img_1007.tif,46,128617
img_1008.tif,60,172987
img_1009.tif,48,128143
img_101.tif,22,23297
img_1010.tif,12,383745
img_1011.tif,17,7604
img_1012.tif,45,128487
img_1013.tif,2,20544
img_1014.tif,27,28211
img_1015.tif,113,235520
img_1016.tif,88,278410
img_1017.tif,116,345508
img_1018.tif,7,7730
img_1019.tif,37,288046
img_102.tif,117,551870
img_1020.tif,38,56133
img_1021.tif,70,147342
img_1022.tif,144,203574
img_1023.tif,76,144519
img_1024.tif,221,220778
img_1025.tif,88,227113
img_1026.tif,19,19552
img_1027.tif,46,63398
img_1028.tif,122,374881
img_1029.tif,67,151369
img_103.tif,109,425555
img_1030.tif,186,300925
img_1031.tif,16,9711
img_1032.tif,43,44811
img_1033.tif,36,42999
img_1034.tif,117,217377
img_1035.tif,3,8027
img_1036.tif,347,542534
img_1037.tif,215,426473
img_1038.tif,146,304712
img_1039.tif,75,129391
img_104.tif,50,96773
img_1040.tif,236,111634
img_1041.tif,592,533993
img_1042.tif,70,80080
img_1043.tif,196,249446
img_1044.tif,102,131216
img_1045.tif,68,58667
img_1046.tif,63,101023
img_1047.tif,145,355306
img_1048.tif,249,355008
img_1049.tif,162,401144
img_105.tif,17,342331
img_1050.tif,7,15123
img_1051.tif,26,70090
img_1052.tif,76,126002
img_1053.tif,271,455622
img_1054.tif,374,339952
img_1055.tif,98,114743
img_1056.tif,68,49005
img_1057.tif,231,442270
img_1058.tif,20,14569
img_1059.tif,399,296461
img_106.tif,14,329082
img_1060.tif,57,12038
img_1061.tif,305,156450
img_1062.tif,686,271791
img_1063.tif,323,110248
img_1064.tif,181,220049
img_1065.tif,94,384133
img_1066.tif,17,6078
img_1067.tif,17,122848
img_1068.tif,43,79107
img_1069.tif,145,379058
img_107.tif,39,29039
img_1070.tif,194,69480
img_1071.tif,106,71305
img_1072.tif,71,134791
img_1073.tif,52,19564
img_1074.tif,324,234698
img_1075.tif,140,93290
img_1076.tif,246,410198
img_1077.tif,301,440091
img_1078.tif,4,12623
img_1079.tif,123,165647
img_108.tif,16,6362
img_1080.tif,0,0
img_1081.tif,89,122337
img_1082.tif,275,361935
img_1083.tif,227,66660
img_1084.tif,59,44418
img_1085.tif,12,267515
img_1086.tif,0,0
img_1087.tif,10,258830
img_1088.tif,10,6712
img_1089.tif,21,17097
img_109.tif,39,242229
img_1090.tif,54,371737
img_1091.tif,24,5514
img_1092.tif,35,193593
img_1093.tif,29,382537
img_1094.tif,86,507438
img_1095.tif,177,334388
img_1096.tif,64,118453
img_1097.tif,58,91936
img_1098.tif,41,35968
img_1099.tif,34,15176
img_11.tif,130,70385
img_110.tif,4,593
img_1100.tif,90,392885
img_1101.tif,52,182135
img_1102.tif,34,292212
img_1103.tif,18,8359
img_1104.tif,7,8713
img_1105.tif,12,4879
img_1106.tif,0,0
img_1107.tif,19,180983
img_1108.tif,1,256822
img_1109.tif,14,45839
img_111.tif,132,440073
img_1110.tif,1,666
img_1111.tif,31,272796
img_1112.tif,49,26732
img_1113.tif,2,640
img_1114.tif,14,5354
img_1115.tif,39,282547
img_1116.tif,40,22294
img_1117.tif,8,688
img_1118.tif,17,57398
img_1119.tif,65,401958
img_112.tif,97,333033
img_1120.tif,32,273771
img_1121.tif,41,301689
img_1122.tif,29,209990
img_1123.tif,3,246
img_1124.tif,3,2313
img_1125.tif,123,393230
img_1126.tif,96,301097
img_1127.tif,16,28152
img_1128.tif,59,59581
img_1129.tif,66,37409
img_113.tif,76,162677
img_1130.tif,51,76066
img_1131.tif,111,401328
img_1132.tif,47,50399
img_1133.tif,123,239817
img_1134.tif,33,174697
img_1135.tif,26,260113
img_1136.tif,44,17005
img_1137.tif,0,0
img_1138.tif,18,7109
img_1139.tif,18,263210
img_114.tif,84,213214
img_1140.tif,0,0
img_1141.tif,24,247809
img_1142.tif,62,157729
img_1143.tif,20,199305
img_1144.tif,19,313648
img_1145.tif,81,35094
img_1146.tif,64,191098
img_1147.tif,23,6347
img_1148.tif,102,307756
img_1149.tif,88,27031
img_115.tif,12,285728
